year,month,crop,state,price_per_quintal,rainfall_mm,temperature_c
2019,8,Maize,UP,1771.08,155.1,24.8
2019,8,Maize,Maharashtra,1724.52,2.1,28.6
2019,8,Maize,Karnataka,1969.47,73.8,23.9
2019,8,Maize,Andhra Pradesh,1784.5,104.1,26.0
2019,8,Maize,Madhya Pradesh,1941.4,101.1,27.7
2019,8,Maize,Rajasthan,1724.26,196.5,21.2
2019,8,Maize,Gujarat,1705.22,132.6,29.9
2019,8,Soybean,Punjab,3956.58,84.4,34.6
2019,8,Soybean,UP,3815.76,164.1,31.2
2019,8,Soybean,Maharashtra,3959.04,91.6,21.4
2019,8,Soybean,Karnataka,4172.84,102.6,23.0
2019,8,Soybean,Andhra Pradesh,4072.68,199.1,25.9
2019,8,Soybean,Madhya Pradesh,4281.03,69.0,16.4
2019,8,Soybean,Rajasthan,3821.23,83.7,20.5
2019,8,Soybean,Gujarat,3690.3,183.0,36.1
2019,8,Cotton,Punjab,5891.29,33.6,18.0
2019,8,Cotton,UP,5279.06,144.8,38.2
2019,8,Cotton,Maharashtra,5608.39,23.8,27.8
2019,8,Cotton,Karnataka,5534.25,75.0,30.5
2019,8,Cotton,Andhra Pradesh,5869.89,22.1,15.9
2019,8,Cotton,Madhya Pradesh,6119.99,46.5,16.3
2019,8,Cotton,Rajasthan,5390.01,7.8,24.8
2019,8,Cotton,Gujarat,5945.83,68.2,26.1
2019,8,Sugarcane,Punjab,302.09,101.8,36.5
2019,8,Sugarcane,UP,311.04,2.0,34.5
2019,8,Sugarcane,Maharashtra,291.99,197.8,27.1
2019,8,Sugarcane,Karnataka,316.72,150.9,21.2
2019,8,Sugarcane,Andhra Pradesh,295.64,198.4,36.4
2019,8,Sugarcane,Madhya Pradesh,274.9,141.3,23.6
2019,8,Sugarcane,Rajasthan,270.65,80.7,20.9
2019,8,Sugarcane,Gujarat,308.82,67.5,35.7
2019,8,Chilli,Punjab,6866.12,61.6,21.0
2019,8,Chilli,UP,7144.28,13.6,19.7
2019,8,Chilli,Maharashtra,7528.73,58.3,25.4
2019,8,Chilli,Karnataka,7315.38,175.2,37.6
2019,8,Chilli,Andhra Pradesh,7453.99,66.0,17.7
2019,8,Chilli,Madhya Pradesh,8003.76,12.0,22.4
2019,8,Chilli,Rajasthan,7221.29,64.1,19.1
2019,8,Chilli,Gujarat,7800.49,24.5,30.9
2019,9,Tomato,Punjab,1135.67,14.1,37.7
2019,9,Tomato,UP,1148.49,164.3,28.6
2019,9,Tomato,Maharashtra,1126.78,191.1,21.2
2019,9,Tomato,Karnataka,1277.94,33.8,36.3
2019,9,Tomato,Andhra Pradesh,1114.29,102.4,34.2
2019,9,Tomato,Madhya Pradesh,1292.47,181.8,35.5
2019,9,Tomato,Rajasthan,1283.45,39.8,22.1
2019,9,Tomato,Gujarat,1167.6,75.4,24.8
2019,9,Potato,Punjab,811.34,32.0,32.3
2019,9,Potato,UP,762.75,62.1,27.6
2019,9,Potato,Maharashtra,843.81,147.9,31.1
2019,9,Potato,Karnataka,761.23,109.4,17.2
2019,9,Potato,Andhra Pradesh,789.79,82.7,16.0
2019,9,Potato,Madhya Pradesh,776.47,191.1,38.8
2019,9,Potato,Rajasthan,786.57,8.6,19.5
2019,9,Potato,Gujarat,791.71,189.6,18.5
2019,9,Onion,Punjab,1574.19,21.7,39.5
2019,9,Onion,UP,1481.89,155.0,23.6
2019,9,Onion,Maharashtra,1541.36,38.4,18.7
2019,9,Onion,Karnataka,1616.37,183.5,37.2
2019,9,Onion,Andhra Pradesh,1540.81,161.7,16.7
2019,9,Onion,Madhya Pradesh,1470.57,62.7,30.9
2019,9,Onion,Rajasthan,1475.69,29.7,29.9
2019,9,Onion,Gujarat,1586.48,76.4,18.3
2019,9,Rice,Punjab,2091.6,47.5,22.5
2019,9,Rice,UP,2248.51,120.2,32.4
2019,9,Rice,Maharashtra,2149.92,164.8,20.1
2019,9,Rice,Karnataka,2187.39,160.2,19.5
2019,9,Rice,Andhra Pradesh,2061.06,176.7,23.6
2019,9,Rice,Madhya Pradesh,2262.95,5.1,32.3
2019,9,Rice,Rajasthan,2133.6,11.1,30.2
2019,9,Rice,Gujarat,2107.12,77.4,17.0
2019,9,Wheat,Punjab,2042.82,59.6,17.2
2019,9,Wheat,UP,2307.36,1.2,27.1
2019,9,Wheat,Maharashtra,2034.54,61.5,38.2
2019,9,Wheat,Karnataka,2047.86,193.2,20.1
2019,9,Wheat,Andhra Pradesh,2248.73,109.3,37.1
2019,9,Wheat,Madhya Pradesh,2183.75,106.9,19.9
2019,9,Wheat,Rajasthan,2049.43,183.3,23.2
2019,9,Wheat,Gujarat,2120.74,152.0,23.5
2019,9,Maize,Punjab,2118.64,147.6,29.9
2019,9,Maize,UP,2096.14,9.9,21.4
2019,9,Maize,Maharashtra,1964.68,45.4,33.6
2019,9,Maize,Karnataka,2108.25,84.8,23.6
2019,9,Maize,Andhra Pradesh,2121.64,89.0,27.2
2019,9,Maize,Madhya Pradesh,1928.84,181.9,29.2
2019,9,Maize,Rajasthan,2058.61,162.4,23.5
2019,9,Maize,Gujarat,1954.77,169.7,24.1
2019,9,Soybean,Punjab,4533.74,188.2,30.6
2019,9,Soybean,UP,4497.5,161.0,36.1
2019,9,Soybean,Maharashtra,4257.39,10.3,25.0
2019,9,Soybean,Karnataka,4450.48,90.1,33.7
2019,9,Soybean,Andhra Pradesh,4231.02,126.9,19.7
2019,9,Soybean,Madhya Pradesh,4502.87,109.1,20.1
2019,9,Soybean,Rajasthan,4185.93,149.7,27.1
2019,9,Soybean,Gujarat,4133.36,193.5,32.9
2019,9,Cotton,Punjab,6570.37,85.4,26.9
2019,9,Cotton,UP,6512.4,105.0,32.7
2019,9,Cotton,Maharashtra,5879.79,89.3,18.1
2019,9,Cotton,Karnataka,5834.54,0.2,16.0
2019,9,Cotton,Andhra Pradesh,6590.11,48.5,31.6
2019,9,Cotton,Madhya Pradesh,6454.75,110.1,18.8
2019,9,Cotton,Rajasthan,6346.03,120.1,33.3
2019,9,Cotton,Gujarat,6386.81,195.1,29.3
2019,9,Sugarcane,Punjab,309.17,129.7,16.7
2019,9,Sugarcane,UP,337.37,23.9,23.2
2019,9,Sugarcane,Maharashtra,333.23,119.5,24.8
2019,9,Sugarcane,Karnataka,315.86,170.9,23.5
2019,9,Sugarcane,Andhra Pradesh,335.97,17.6,34.4
2019,9,Sugarcane,Madhya Pradesh,334.84,36.4,25.8
2019,9,Sugarcane,Rajasthan,300.23,141.3,28.4
2019,9,Sugarcane,Gujarat,324.07,39.3,20.3
2019,9,Chilli,Punjab,7465.01,64.4,29.0
2019,9,Chilli,UP,8517.36,133.4,25.9
2019,9,Chilli,Maharashtra,8640.05,143.8,38.3
2019,9,Chilli,Karnataka,8091.56,51.8,16.3
2019,9,Chilli,Andhra Pradesh,8347.41,24.3,22.6
2019,9,Chilli,Madhya Pradesh,8097.85,112.9,30.0
2019,9,Chilli,Rajasthan,7625.82,75.9,30.4
2019,9,Chilli,Gujarat,8661.58,145.5,38.1
2019,10,Tomato,Punjab,1325.37,118.3,19.8
2019,10,Tomato,UP,1305.92,124.7,30.1
2019,10,Tomato,Maharashtra,1269.92,105.7,23.4
2019,10,Tomato,Karnataka,1275.93,39.5,35.1
2019,10,Tomato,Andhra Pradesh,1208.05,17.0,25.9
2019,10,Tomato,Madhya Pradesh,1304.22,87.5,21.9
2019,10,Tomato,Rajasthan,1283.84,69.4,38.3
2019,10,Tomato,Gujarat,1358.02,100.5,23.2
2019,10,Potato,Punjab,880.17,7.3,26.9
2019,10,Potato,UP,825.79,184.1,15.3
2019,10,Potato,Maharashtra,855.17,148.1,27.1
2019,10,Potato,Karnataka,791.75,194.5,28.0
2019,10,Potato,Andhra Pradesh,863.49,47.3,27.1
2019,10,Potato,Madhya Pradesh,838.39,15.0,17.7
2019,10,Potato,Rajasthan,893.79,48.0,19.9
2019,10,Potato,Gujarat,848.67,153.7,16.5
2019,10,Onion,Punjab,1609.54,23.8,15.9
2019,10,Onion,UP,1476.22,166.8,17.9
2019,10,Onion,Maharashtra,1474.29,87.6,36.1
2019,10,Onion,Karnataka,1529.56,84.3,16.0
2019,10,Onion,Andhra Pradesh,1577.05,115.5,29.3
2019,10,Onion,Madhya Pradesh,1547.37,63.1,17.7
2019,10,Onion,Rajasthan,1556.11,19.9,34.2
2019,10,Onion,Gujarat,1708.62,194.0,36.6
2019,10,Rice,Punjab,2351.3,140.2,22.1
2019,10,Rice,UP,2362.4,91.1,27.1
2019,10,Rice,Maharashtra,2409.42,56.4,23.0
2019,10,Rice,Karnataka,2471.2,11.2,27.1
2019,10,Rice,Andhra Pradesh,2466.81,122.1,28.7
2019,10,Rice,Madhya Pradesh,2221.33,68.7,36.3
2019,10,Rice,Rajasthan,2335.9,102.9,17.5
2019,10,Rice,Gujarat,2134.8,192.7,24.4
2019,10,Wheat,Punjab,2316.64,15.9,32.1
2019,10,Wheat,UP,2436.73,115.1,18.2
2019,10,Wheat,Maharashtra,2308.8,153.3,25.2
2019,10,Wheat,Karnataka,2417.5,129.7,37.5
2019,10,Wheat,Andhra Pradesh,2324.03,26.3,22.7
2019,10,Wheat,Madhya Pradesh,2170.26,181.8,34.0
2019,10,Wheat,Rajasthan,2343.32,60.2,19.6
2019,10,Wheat,Gujarat,2372.51,94.8,20.6
2019,10,Maize,Punjab,2118.53,8.1,23.2
2019,10,Maize,UP,2069.26,29.6,39.6
2019,10,Maize,Maharashtra,1982.92,26.1,20.1
2019,10,Maize,Karnataka,2169.25,85.1,29.1
2019,10,Maize,Andhra Pradesh,1920.33,6.9,26.1
2019,10,Maize,Madhya Pradesh,2185.09,177.0,17.2
2019,10,Maize,Rajasthan,2092.49,182.6,24.7
2019,10,Maize,Gujarat,2189.38,26.7,38.4
2019,10,Soybean,Punjab,4741.36,188.3,31.9
2019,10,Soybean,UP,4458.38,187.6,21.9
2019,10,Soybean,Maharashtra,4435.61,140.2,34.1
2019,10,Soybean,Karnataka,4871.16,41.0,34.9
2019,10,Soybean,Andhra Pradesh,4731.97,12.8,24.7
2019,10,Soybean,Madhya Pradesh,4399.58,60.9,39.6
2019,10,Soybean,Rajasthan,4662.12,143.5,39.4
2019,10,Soybean,Gujarat,4468.45,160.4,25.9
2019,10,Cotton,Punjab,6825.85,36.1,38.7
2019,10,Cotton,UP,6154.81,65.2,33.9
2019,10,Cotton,Maharashtra,6335.24,121.6,26.1
2019,10,Cotton,Karnataka,6694.72,45.7,16.5
2019,10,Cotton,Andhra Pradesh,6238.49,94.9,19.2
2019,10,Cotton,Madhya Pradesh,6295.07,80.0,16.4
2019,10,Cotton,Rajasthan,6530.7,176.9,18.8
2019,10,Cotton,Gujarat,6545.66,132.9,25.5
2019,10,Sugarcane,Punjab,344.64,82.1,27.6
2019,10,Sugarcane,UP,307.58,138.3,31.5
2019,10,Sugarcane,Maharashtra,309.24,73.7,39.5
2019,10,Sugarcane,Karnataka,329.67,100.4,37.7
2019,10,Sugarcane,Andhra Pradesh,345.51,116.4,34.9
2019,10,Sugarcane,Madhya Pradesh,353.37,91.4,26.9
2019,10,Sugarcane,Rajasthan,327.81,193.3,32.4
2019,10,Sugarcane,Gujarat,311.63,172.6,27.0
2019,10,Chilli,Punjab,7894.89,109.9,25.4
2019,10,Chilli,UP,8992.53,40.8,35.7
2019,10,Chilli,Maharashtra,8558.27,10.9,39.3
2019,10,Chilli,Karnataka,8497.12,58.2,26.7
2019,10,Chilli,Andhra Pradesh,8965.54,61.0,19.8
2019,10,Chilli,Madhya Pradesh,7976.72,59.6,34.5
2019,10,Chilli,Rajasthan,8441.5,45.5,19.2
2019,10,Chilli,Gujarat,8253.05,188.0,23.6
2019,11,Tomato,Punjab,1398.77,97.0,19.5
2019,11,Tomato,UP,1378.64,92.1,32.7
2019,11,Tomato,Maharashtra,1397.85,10.0,17.4
2019,11,Tomato,Karnataka,1343.2,56.4,19.6
2019,11,Tomato,Andhra Pradesh,1201.82,4.4,34.4
2019,11,Tomato,Madhya Pradesh,1221.55,93.5,30.1
2019,11,Tomato,Rajasthan,1282.57,5.4,34.6
2019,11,Tomato,Gujarat,1195.83,152.4,37.3
2019,11,Potato,Punjab,855.67,107.1,26.9
2019,11,Potato,UP,849.63,177.5,37.3
2019,11,Potato,Maharashtra,842.24,123.0,38.2
2019,11,Potato,Karnataka,928.91,101.8,26.3
2019,11,Potato,Andhra Pradesh,834.33,191.8,18.6
2019,11,Potato,Madhya Pradesh,876.01,56.5,22.0
2019,11,Potato,Rajasthan,851.81,199.8,16.4
2019,11,Potato,Gujarat,875.83,16.5,18.9
2019,11,Onion,Punjab,1606.12,102.1,21.5
2019,11,Onion,UP,1574.17,17.4,22.6
2019,11,Onion,Maharashtra,1742.87,188.9,23.4
2019,11,Onion,Karnataka,1640.19,181.9,15.2
2019,11,Onion,Andhra Pradesh,1702.42,189.7,17.3
2019,11,Onion,Madhya Pradesh,1533.95,192.1,28.4
2019,11,Onion,Rajasthan,1495.74,51.5,26.2
2019,11,Onion,Gujarat,1671.86,146.6,39.9
2019,11,Rice,Punjab,2280.02,107.6,28.3
2019,11,Rice,UP,2324.63,33.8,39.4
2019,11,Rice,Maharashtra,2493.69,99.7,30.1
2019,11,Rice,Karnataka,2257.26,108.8,32.4
2019,11,Rice,Andhra Pradesh,2365.99,198.1,30.3
2019,11,Rice,Madhya Pradesh,2311.53,154.4,19.3
2019,11,Rice,Rajasthan,2316.65,69.4,25.8
2019,11,Rice,Gujarat,2466.67,96.8,34.9
2019,11,Wheat,Punjab,2353.03,68.4,35.2
2019,11,Wheat,UP,2227.24,44.9,27.6
2019,11,Wheat,Maharashtra,2235.63,1.8,31.2
2019,11,Wheat,Karnataka,2328.71,89.1,39.2
2019,11,Wheat,Andhra Pradesh,2351.06,172.7,18.5
2019,11,Wheat,Madhya Pradesh,2350.32,173.6,29.6
2019,11,Wheat,Rajasthan,2405.67,74.4,17.3
2019,11,Wheat,Gujarat,2308.92,78.9,36.7
2019,11,Maize,Punjab,2034.42,193.3,39.0
2019,11,Maize,UP,2035.66,69.6,37.4
2019,11,Maize,Maharashtra,2279.69,88.7,23.0
2019,11,Maize,Karnataka,2130.17,137.6,21.8
2019,11,Maize,Andhra Pradesh,2201.58,10.3,16.2
2019,11,Maize,Madhya Pradesh,2082.72,70.7,22.9
2019,11,Maize,Rajasthan,2118.27,64.1,19.8
2019,11,Maize,Gujarat,2056.65,195.0,25.3
2019,11,Soybean,Punjab,4608.03,115.3,39.6
2019,11,Soybean,UP,4456.95,136.3,32.9
2019,11,Soybean,Maharashtra,4728.99,17.7,31.9
2019,11,Soybean,Karnataka,4324.91,119.2,33.5
2019,11,Soybean,Andhra Pradesh,4434.16,168.3,15.8
2019,11,Soybean,Madhya Pradesh,4904.91,92.1,20.4
2019,11,Soybean,Rajasthan,4376.74,190.7,16.8
2019,11,Soybean,Gujarat,4425.33,69.6,30.5
2019,11,Cotton,Punjab,6620.82,25.1,22.2
2019,11,Cotton,UP,6298.92,42.7,25.3
2019,11,Cotton,Maharashtra,6788.29,43.5,24.2
2019,11,Cotton,Karnataka,6458.96,195.3,38.9
2019,11,Cotton,Andhra Pradesh,6889.38,48.3,16.7
2019,11,Cotton,Madhya Pradesh,6381.12,53.4,27.6
2019,11,Cotton,Rajasthan,6865.81,171.7,36.1
2019,11,Cotton,Gujarat,6426.1,137.4,22.8
2019,11,Sugarcane,Punjab,316.65,140.3,15.2
2019,11,Sugarcane,UP,335.63,65.9,32.3
2019,11,Sugarcane,Maharashtra,355.09,60.8,35.3
2019,11,Sugarcane,Karnataka,329.35,89.3,33.2
2019,11,Sugarcane,Andhra Pradesh,351.09,197.5,20.6
2019,11,Sugarcane,Madhya Pradesh,349.42,121.9,37.9
2019,11,Sugarcane,Rajasthan,321.85,150.4,29.2
2019,11,Sugarcane,Gujarat,328.3,94.9,23.3
2019,11,Chilli,Punjab,8759.36,177.8,29.2
2019,11,Chilli,UP,8831.9,103.7,16.3
2019,11,Chilli,Maharashtra,8279.89,98.4,22.8
2019,11,Chilli,Karnataka,8209.18,100.8,23.1
2019,11,Chilli,Andhra Pradesh,8314.84,92.8,18.3
2019,11,Chilli,Madhya Pradesh,9241.57,173.5,32.7
2019,11,Chilli,Rajasthan,8104.63,155.2,35.2
2019,11,Chilli,Gujarat,9020.17,22.8,31.1
2019,12,Tomato,Punjab,1393.64,115.5,31.2
2019,12,Tomato,UP,1314.07,105.7,15.9
2019,12,Tomato,Maharashtra,1352.29,16.3,25.9
2019,12,Tomato,Karnataka,1278.99,109.1,18.3
2019,12,Tomato,Andhra Pradesh,1363.44,159.0,19.1
2019,12,Tomato,Madhya Pradesh,1239.13,29.1,36.9
2019,12,Tomato,Rajasthan,1328.85,93.5,17.7
2019,12,Tomato,Gujarat,1354.54,173.6,35.7
2019,12,Potato,Punjab,899.71,15.1,17.8
2019,12,Potato,UP,818.32,51.5,18.4
2019,12,Potato,Maharashtra,848.06,77.0,38.6
2019,12,Potato,Karnataka,897.49,167.0,32.8
2019,12,Potato,Andhra Pradesh,827.24,147.2,21.9
2019,12,Potato,Madhya Pradesh,901.55,68.2,39.9
2019,12,Potato,Rajasthan,848.56,55.8,38.3
2019,12,Potato,Gujarat,814.84,139.3,33.1
2019,12,Onion,Punjab,1742.6,194.9,39.4
2019,12,Onion,UP,1538.58,164.4,31.2
2019,12,Onion,Maharashtra,1692.58,25.7,31.3
2019,12,Onion,Karnataka,1781.25,182.4,26.0
2019,12,Onion,Andhra Pradesh,1531.88,72.5,35.7
2019,12,Onion,Madhya Pradesh,1706.91,91.9,16.4
2019,12,Onion,Rajasthan,1634.26,93.8,38.2
2019,12,Onion,Gujarat,1690.93,62.3,28.1
2019,12,Rice,Punjab,2239.45,194.5,24.0
2019,12,Rice,UP,2398.02,71.1,32.1
2019,12,Rice,Maharashtra,2469.01,143.1,21.7
2019,12,Rice,Karnataka,2335.56,25.1,31.4
2019,12,Rice,Andhra Pradesh,2229.34,119.5,36.7
2019,12,Rice,Madhya Pradesh,2557.03,89.8,26.5
2019,12,Rice,Rajasthan,2243.65,134.2,35.5
2019,12,Rice,Gujarat,2308.22,84.3,36.0
2019,12,Wheat,Punjab,2513.17,48.6,28.8
2019,12,Wheat,UP,2253.55,20.4,37.8
2019,12,Wheat,Maharashtra,2491.7,152.0,16.2
2019,12,Wheat,Karnataka,2500.51,87.6,23.6
2019,12,Wheat,Andhra Pradesh,2387.79,18.3,33.9
2019,12,Wheat,Madhya Pradesh,2401.42,37.3,19.7
2019,12,Wheat,Rajasthan,2250.42,11.4,29.7
2019,12,Wheat,Gujarat,2499.23,3.5,16.2
2019,12,Maize,Punjab,2188.09,163.9,23.2
2019,12,Maize,UP,2110.87,119.3,21.9
2019,12,Maize,Maharashtra,1999.08,147.0,30.6
2019,12,Maize,Karnataka,2190.86,148.3,31.9
2019,12,Maize,Andhra Pradesh,2061.12,70.5,18.2
2019,12,Maize,Madhya Pradesh,2034.82,135.2,36.5
2019,12,Maize,Rajasthan,2323.04,125.7,19.6
2019,12,Maize,Gujarat,2026.44,162.6,29.5
2019,12,Soybean,Punjab,4830.03,156.3,32.6
2019,12,Soybean,UP,4993.99,11.2,33.7
2019,12,Soybean,Maharashtra,5006.42,57.2,31.0
2019,12,Soybean,Karnataka,4599.37,191.6,15.8
2019,12,Soybean,Andhra Pradesh,4800.84,33.3,32.8
2019,12,Soybean,Madhya Pradesh,4494.5,47.1,27.4
2019,12,Soybean,Rajasthan,5054.95,42.3,18.6
2019,12,Soybean,Gujarat,4936.74,100.1,37.8
2019,12,Cotton,Punjab,6323.62,129.2,20.8
2019,12,Cotton,UP,6334.5,136.7,29.8
2019,12,Cotton,Maharashtra,6975.87,61.9,26.2
2019,12,Cotton,Karnataka,6601.22,196.8,22.3
2019,12,Cotton,Andhra Pradesh,6482.55,70.9,29.1
2019,12,Cotton,Madhya Pradesh,6436.98,183.1,21.6
2019,12,Cotton,Rajasthan,7127.07,20.7,31.4
2019,12,Cotton,Gujarat,7139.05,33.7,39.2
2019,12,Sugarcane,Punjab,344.64,189.1,31.9
2019,12,Sugarcane,UP,336.23,37.7,22.6
2019,12,Sugarcane,Maharashtra,324.64,28.8,17.6
2019,12,Sugarcane,Karnataka,342.97,159.1,18.5
2019,12,Sugarcane,Andhra Pradesh,326.72,128.7,19.9
2019,12,Sugarcane,Madhya Pradesh,324.9,33.4,38.1
2019,12,Sugarcane,Rajasthan,365.12,70.8,31.4
2019,12,Sugarcane,Gujarat,349.33,135.4,32.1
2019,12,Chilli,Punjab,9000.85,53.2,16.0
2019,12,Chilli,UP,8756.5,178.2,29.2
2019,12,Chilli,Maharashtra,9288.23,198.3,19.1
2019,12,Chilli,Karnataka,9089.81,134.9,39.5
2019,12,Chilli,Andhra Pradesh,9504.42,137.3,21.1
2019,12,Chilli,Madhya Pradesh,9240.48,21.4,34.5
2019,12,Chilli,Rajasthan,9398.02,76.6,30.8
2019,12,Chilli,Gujarat,8720.63,87.6,22.8
2020,1,Tomato,Punjab,1470.39,187.2,38.5
2020,1,Tomato,UP,1337.77,174.9,33.4
2020,1,Tomato,Maharashtra,1355.39,13.5,21.7
2020,1,Tomato,Karnataka,1504.27,126.6,33.0
2020,1,Tomato,Andhra Pradesh,1356.37,143.9,15.7
2020,1,Tomato,Madhya Pradesh,1383.05,125.4,18.7
2020,1,Tomato,Rajasthan,1484.13,47.0,31.3
2020,1,Tomato,Gujarat,1389.79,119.2,17.7
2020,1,Potato,Punjab,868.08,181.9,21.7
2020,1,Potato,UP,988.92,199.9,20.3
2020,1,Potato,Maharashtra,905.45,132.6,39.1
2020,1,Potato,Karnataka,1003.39,100.6,34.9
2020,1,Potato,Andhra Pradesh,885.97,195.5,39.1
2020,1,Potato,Madhya Pradesh,890.18,59.9,17.5
2020,1,Potato,Rajasthan,906.44,163.2,24.5
2020,1,Potato,Gujarat,878.84,68.4,39.5
2020,1,Onion,Punjab,1800.6,83.2,19.2
2020,1,Onion,UP,1901.22,164.2,22.0
2020,1,Onion,Maharashtra,1642.66,11.3,18.0
2020,1,Onion,Karnataka,1786.8,185.8,27.4
2020,1,Onion,Andhra Pradesh,1860.79,89.2,32.7
2020,1,Onion,Madhya Pradesh,1829.44,34.8,24.0
2020,1,Onion,Rajasthan,1802.75,14.1,24.0
2020,1,Onion,Gujarat,1773.82,199.2,26.9
2020,1,Rice,Punjab,2697.03,86.4,34.9
2020,1,Rice,UP,2606.4,177.3,25.3
2020,1,Rice,Maharashtra,2610.05,126.0,25.4
2020,1,Rice,Karnataka,2421.11,18.7,15.4
2020,1,Rice,Andhra Pradesh,2720.64,47.3,20.3
2020,1,Rice,Madhya Pradesh,2664.16,64.0,27.7
2020,1,Rice,Rajasthan,2428.58,191.9,36.3
2020,1,Rice,Gujarat,2716.64,81.4,34.1
2020,1,Wheat,Punjab,2384.33,1.7,15.5
2020,1,Wheat,UP,2563.43,91.1,28.0
2020,1,Wheat,Maharashtra,2329.15,84.5,33.0
2020,1,Wheat,Karnataka,2505.22,146.4,20.8
2020,1,Wheat,Andhra Pradesh,2655.08,117.7,20.3
2020,1,Wheat,Madhya Pradesh,2421.89,125.6,35.7
2020,1,Wheat,Rajasthan,2494.27,51.7,36.7
2020,1,Wheat,Gujarat,2596.88,89.6,27.2
2020,1,Maize,Punjab,2198.13,125.4,24.0
2020,1,Maize,UP,2490.29,96.0,27.1
2020,1,Maize,Maharashtra,2331.62,183.4,35.0
2020,1,Maize,Karnataka,2289.27,143.7,29.7
2020,1,Maize,Andhra Pradesh,2304.49,38.5,26.6
2020,1,Maize,Madhya Pradesh,2213.48,183.0,23.4
2020,1,Maize,Rajasthan,2474.27,106.6,30.8
2020,1,Maize,Gujarat,2323.16,25.9,24.4
2020,1,Soybean,Punjab,4732.47,124.6,26.2
2020,1,Soybean,UP,5281.71,44.1,19.1
2020,1,Soybean,Maharashtra,4981.01,185.3,32.8
2020,1,Soybean,Karnataka,4991.2,103.5,17.1
2020,1,Soybean,Andhra Pradesh,5448.86,133.3,22.1
2020,1,Soybean,Madhya Pradesh,5126.23,21.9,39.1
2020,1,Soybean,Rajasthan,4793.67,129.6,21.1
2020,1,Soybean,Gujarat,5232.83,155.4,31.8
2020,1,Cotton,Punjab,7281.07,178.5,17.0
2020,1,Cotton,UP,6956.64,49.7,39.7
2020,1,Cotton,Maharashtra,7023.54,146.5,32.1
2020,1,Cotton,Karnataka,6820.7,47.8,22.0
2020,1,Cotton,Andhra Pradesh,7048.41,46.9,15.5
2020,1,Cotton,Madhya Pradesh,7584.11,193.1,23.5
2020,1,Cotton,Rajasthan,6965.33,1.4,32.0
2020,1,Cotton,Gujarat,7522.39,29.3,19.0
2020,1,Sugarcane,Punjab,387.63,123.3,16.1
2020,1,Sugarcane,UP,377.7,61.8,24.2
2020,1,Sugarcane,Maharashtra,386.43,162.2,25.0
2020,1,Sugarcane,Karnataka,396.94,81.3,34.3
2020,1,Sugarcane,Andhra Pradesh,369.48,179.5,37.7
2020,1,Sugarcane,Madhya Pradesh,345.99,187.3,35.6
2020,1,Sugarcane,Rajasthan,387.71,40.2,35.1
2020,1,Sugarcane,Gujarat,391.19,57.8,38.8
2020,1,Chilli,Punjab,8730.41,30.0,28.4
2020,1,Chilli,UP,9522.09,129.0,15.4
2020,1,Chilli,Maharashtra,10100.98,8.9,18.6
2020,1,Chilli,Karnataka,8676.46,113.4,38.3
2020,1,Chilli,Andhra Pradesh,9657.8,164.5,15.3
2020,1,Chilli,Madhya Pradesh,9471.24,91.9,27.5
2020,1,Chilli,Rajasthan,8764.06,136.9,27.6
2020,1,Chilli,Gujarat,9807.12,97.1,18.7
2020,2,Tomato,Punjab,1485.95,34.5,36.8
2020,2,Tomato,UP,1477.79,31.4,39.1
2020,2,Tomato,Maharashtra,1455.79,14.6,30.7
2020,2,Tomato,Karnataka,1394.2,160.7,35.4
2020,2,Tomato,Andhra Pradesh,1562.75,100.4,26.4
2020,2,Tomato,Madhya Pradesh,1510.39,26.5,28.7
2020,2,Tomato,Rajasthan,1462.26,17.9,25.4
2020,2,Tomato,Gujarat,1533.57,171.2,17.5
2020,2,Potato,Punjab,904.31,52.5,36.9
2020,2,Potato,UP,910.22,144.0,17.5
2020,2,Potato,Maharashtra,986.75,71.2,34.7
2020,2,Potato,Karnataka,926.45,127.8,20.9
2020,2,Potato,Andhra Pradesh,1000.76,174.7,18.2
2020,2,Potato,Madhya Pradesh,1024.44,118.7,18.2
2020,2,Potato,Rajasthan,956.46,32.2,32.5
2020,2,Potato,Gujarat,1007.76,21.2,27.7
2020,2,Onion,Punjab,1905.74,187.2,27.8
2020,2,Onion,UP,1945.12,107.1,24.9
2020,2,Onion,Maharashtra,1915.48,98.6,26.8
2020,2,Onion,Karnataka,1811.59,169.4,35.8
2020,2,Onion,Andhra Pradesh,1786.39,66.7,27.3
2020,2,Onion,Madhya Pradesh,1835.53,47.7,34.8
2020,2,Onion,Rajasthan,1810.48,66.8,17.7
2020,2,Onion,Gujarat,1738.59,189.9,22.6
2020,2,Rice,Punjab,2500.65,92.1,22.7
2020,2,Rice,UP,2444.17,64.6,28.6
2020,2,Rice,Maharashtra,2662.4,71.3,26.2
2020,2,Rice,Karnataka,2837.23,75.5,21.5
2020,2,Rice,Andhra Pradesh,2532.17,91.6,34.0
2020,2,Rice,Madhya Pradesh,2516.34,141.9,15.5
2020,2,Rice,Rajasthan,2606.31,155.2,23.5
2020,2,Rice,Gujarat,2667.49,41.0,33.5
2020,2,Wheat,Punjab,2414.34,170.5,20.0
2020,2,Wheat,UP,2756.43,70.5,33.1
2020,2,Wheat,Maharashtra,2525.42,181.2,18.2
2020,2,Wheat,Karnataka,2466.87,98.6,17.0
